Name,BioguideID,District,Party,State,Terms
"Roncalio, Teno",R000421,N/A,Democratic,Wyoming,"Start: 1965, End: 1967, Chamber: House of Representatives; Start: 1971, End: 1979, Chamber: House of Representatives"
"Romero-Barcelo, Carlos A.",R000417,N/A,Democratic,Puerto Rico,"Start: 1993, End: 2001, Chamber: House of Representatives"
"Rohrabacher, Dana",R000409,48,Republican,California,"Start: 1989, End: 2019, Chamber: House of Representatives"
"Rogers, Paul G.",R000401,11,Democratic,Florida,"Start: 1955, End: 1979, Chamber: House of Representatives"
"Roemer, Tim",R000385,3,Democratic,Indiana,"Start: 1991, End: 2003, Chamber: House of Representatives"
"Roemer, Buddy",R000384,4,Democratic,Louisiana,"Start: 1981, End: 1989, Chamber: House of Representatives"
"Roe, Robert A.",R000383,8,Democratic,New Jersey,"Start: 1969, End: 1993, Chamber: House of Representatives"
"Rodino, Peter W., Jr.",R000374,10,Democratic,New Jersey,"Start: 1949, End: 1989, Chamber: House of Representatives"
"Robison, Howard W.",R000357,27,Republican,New York,"Start: 1957, End: 1975, Chamber: House of Representatives"
"Robinson, J. Kenneth",R000337,7,Republican,Virginia,"Start: 1971, End: 1985, Chamber: House of Representatives"
"Roberts, Ray",R000312,4,Democratic,Texas,"Start: 1961, End: 1981, Chamber: House of Representatives"
"Roberts, Pat",R000307,N/A,Republican,Kansas,"Start: 1981, End: 1997, Chamber: House of Representatives; Start: 1997, End: 2021, Chamber: Senate"
"Roberts, Clint",R000308,2,Republican,South Dakota,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Rivers, Lynn N.",R000281,13,Democratic,Michigan,"Start: 1995, End: 2003, Chamber: House of Representatives"
"Ritter, Don",R000277,15,Republican,Pennsylvania,"Start: 1979, End: 1993, Chamber: House of Representatives"
"Risenhoover, Theodore M.",R000268,2,Democratic,Oklahoma,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Rinaldo, Matthew J.",R000262,7,Republican,New Jersey,"Start: 1973, End: 1993, Chamber: House of Representatives"
"Riegle, Donald W., Jr.",R000249,N/A,Democratic,Michigan,"Start: 1967, End: 1977, Chamber: House of Representatives; Start: 1977, End: 1995, Chamber: Senate"
"Brinkley, Jack",B000839,3,Democratic,Georgia,"Start: 1967, End: 1983, Chamber: House of Representatives"
"Brewster, Bill K.",B000817,3,Democratic,Oklahoma,"Start: 1991, End: 1997, Chamber: House of Representatives"
"Breckinridge, John B.",B000788,6,Democratic,Kentucky,"Start: 1973, End: 1979, Chamber: House of Representatives"
"Breaux, John B.",B000780,N/A,Democratic,Louisiana,"Start: 1971, End: 1987, Chamber: House of Representatives; Start: 1987, End: 2005, Chamber: Senate"
"Bray, William G.",B000778,6,Republican,Indiana,"Start: 1951, End: 1975, Chamber: House of Representatives"
"Brasco, Frank",B000771,11,Democratic,New York,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Brademas, John",B000736,3,Democratic,Indiana,"Start: 1959, End: 1981, Chamber: House of Representatives"
"Boxer, Barbara",B000711,N/A,Democratic,California,"Start: 1983, End: 1993, Chamber: House of Representatives; Start: 1993, End: 2017, Chamber: Senate"
"Bowen, David R.",B000682,2,Democratic,Mississippi,"Start: 1973, End: 1983, Chamber: House of Representatives"
"Boulter, Beau",B000666,13,Republican,Texas,"Start: 1985, End: 1989, Chamber: House of Representatives"
"Boucher, Rick",B000657,9,Democratic,Virginia,"Start: 1983, End: 2011, Chamber: House of Representatives"
"Bosco, Douglas H.",B000648,1,Democratic,California,"Start: 1983, End: 1991, Chamber: House of Representatives"
"Borski, Robert A.",B000644,3,Democratic,Pennsylvania,"Start: 1983, End: 2003, Chamber: House of Representatives"
"Bono, Sonny",B000622,44,Republican,California,"Start: 1995, End: 1999, Chamber: House of Representatives"
"Bonior, David E.",B000619,10,Democratic,Michigan,"Start: 1977, End: 2003, Chamber: House of Representatives"
"Bonilla, Henry",B000617,23,Republican,Texas,"Start: 1993, End: 2007, Chamber: House of Representatives"
"Boner, William H.",B000615,5,Democratic,Tennessee,"Start: 1979, End: 1989, Chamber: House of Representatives"
"Bolling, Richard",B000605,5,Democratic,Missouri,"Start: 1949, End: 1983, Chamber: House of Representatives"
"Boland, Edward P.",B000600,2,Democratic,Massachusetts,"Start: 1953, End: 1989, Chamber: House of Representatives"
"Boggs, Corinne C. (Lindy)",B000592,2,Democratic,Louisiana,"Start: 1973, End: 1991, Chamber: House of Representatives"
"Boehner, John A.",B000589,8,Republican,Ohio,"Start: 1991, End: 2015, Chamber: House of Representatives"
"Boehlert, Sherwood",B000586,24,Republican,New York,"Start: 1983, End: 2007, Chamber: House of Representatives"
"Blute, Peter I.",B000576,3,Republican,Massachusetts,"Start: 1993, End: 1997, Chamber: House of Representatives"
"Blouin, Michael",B000567,2,Democratic,Iowa,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Blaz, Ben G.",B000551,N/A,Republican,Guam,"Start: 1985, End: 1993, Chamber: House of Representatives"
"Blatnik, John Anton",B000550,8,Democratic,Minnesota,"Start: 1947, End: 1975, Chamber: House of Representatives"
"Blanchard, James",B000538,18,Democratic,Michigan,"Start: 1975, End: 1983, Chamber: House of Representatives"
"Blackwell, Lucien E.",B000517,2,Democratic,Pennsylvania,"Start: 1991, End: 1995, Chamber: House of Representatives"
"Blackburn, Ben",B000506,4,Republican,Georgia,"Start: 1967, End: 1975, Chamber: House of Representatives"
"Bingham, Jonathan B.",B000472,22,Democratic,New York,"Start: 1965, End: 1983, Chamber: House of Representatives"
"Bilirakis, Michael",B000463,9,Republican,Florida,"Start: 1983, End: 2007, Chamber: House of Representatives"
"Bilbray, James H.",B000462,1,Democratic,Nevada,"Start: 1987, End: 1995, Chamber: House of Representatives"
"Biester, Edward G., Jr.",B000451,8,Republican,Pennsylvania,"Start: 1967, End: 1977, Chamber: House of Representatives"
"Biaggi, Mario",B000432,19,Democratic,New York,"Start: 1969, End: 1989, Chamber: House of Representatives"
"Bevill, Tom",B000431,4,Democratic,Alabama,"Start: 1967, End: 1997, Chamber: House of Representatives"
"Bethune, Ed",B000422,2,Republican,Arkansas,"Start: 1979, End: 1985, Chamber: House of Representatives"
"Berman, Howard L.",B000410,28,Democratic,California,"Start: 1983, End: 2013, Chamber: House of Representatives"
"Bergland, Bob",B000408,7,Republican,Minnesota,"Start: 1971, End: 1979, Chamber: House of Representatives"
"Bereuter, Doug",B000403,1,Republican,Nebraska,"Start: 1979, End: 2004, Chamber: House of Representatives"
"Nelson, Bill",N000032,N/A,Democratic,Florida,"Start: 1979, End: 1991, Chamber: House of Representatives; Start: 2001, End: 2019, Chamber: Senate"
"Nelsen, Ancher",N000028,2,Republican,Minnesota,"Start: 1959, End: 1975, Chamber: House of Representatives"
"Nelligan, James L.",N000027,11,Republican,Pennsylvania,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Nedzi, Lucien N.",N000019,14,Democratic,Michigan,"Start: 1961, End: 1981, Chamber: House of Representatives"
"Neal, Stephen L.",N000016,5,Democratic,North Carolina,"Start: 1975, End: 1995, Chamber: House of Representatives"
"Natcher, William H.",N000009,2,Democratic,Kentucky,"Start: 1953, End: 1995, Chamber: House of Representatives"
"Napier, John L.",N000005,6,Republican,South Carolina,"Start: 1981, End: 1983, Chamber: House of Representatives"
"Nagle, Dave R,",N000003,3,Democratic,Iowa,"Start: 1987, End: 1993, Chamber: House of Representatives"
"Myrick, Sue Wilkins",M001134,9,Republican,North Carolina,"Start: 1995, End: 2013, Chamber: House of Representatives"
"Myers, Michael O.",M001132,1,Democratic,Pennsylvania,"Start: 1977, End: 1981, Chamber: House of Representatives"
"Myers, John T.",M001130,7,Republican,Indiana,"Start: 1967, End: 1997, Chamber: House of Representatives"
"Myers, Gary A.",M001128,25,Republican,Pennsylvania,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Musto,  Raphael",M001123,11,Democratic,Pennsylvania,"Start: 1979, End: 1981, Chamber: House of Representatives"
"Murphy, Morgan F.",M001101,2,Democratic,Illinois,"Start: 1971, End: 1981, Chamber: House of Representatives"
"Murphy, John M.",M001098,17,Democratic,New York,"Start: 1963, End: 1981, Chamber: House of Representatives"
"Mrazek, Robert J.",M001057,3,Democratic,New York,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Moss, John E.",M001035,3,Democratic,California,"Start: 1953, End: 1979, Chamber: House of Representatives"
"Mosher, Charles A.",M001031,13,Republican,Ohio,"Start: 1961, End: 1977, Chamber: House of Representatives"
"Morrison, Sid",M000999,4,Republican,Washington,"Start: 1981, End: 1993, Chamber: House of Representatives"
"Morrison, Bruce A.",M000992,3,Democratic,Connecticut,"Start: 1983, End: 1991, Chamber: House of Representatives"
"Morgan, Thomas E.",M000958,22,Democratic,Pennsylvania,"Start: 1945, End: 1959, Chamber: House of Representatives; Start: 1963, End: 1977, Chamber: House of Representatives"
"Morella, Constance A.",M000941,8,Republican,Maryland,"Start: 1987, End: 2003, Chamber: House of Representatives"
"Moran, James P.",M000933,8,Democratic,Virginia,"Start: 1991, End: 2015, Chamber: House of Representatives"
"Moorhead, William S.",M000930,14,Democratic,Pennsylvania,"Start: 1959, End: 1981, Chamber: House of Representatives"
"Moorhead, Carlos J.",M000926,27,Republican,California,"Start: 1973, End: 1997, Chamber: House of Representatives"
"Moore, W. Henson",M000923,6,Republican,Louisiana,"Start: 1975, End: 1987, Chamber: House of Representatives"
"Moody, Jim",M000881,5,Democratic,Wisconsin,"Start: 1983, End: 1993, Chamber: House of Representatives"
"Montgomery, G. V. (Sonny)",M000865,3,Democratic,Mississippi,"Start: 1967, End: 1997, Chamber: House of Representatives"
"Monson, David S.",M000860,2,Republican,Utah,"Start: 1985, End: 1987, Chamber: House of Representatives"
"Mollohan, Robert H.",M000845,1,Democratic,West Virginia,"Start: 1953, End: 1957, Chamber: House of Representatives; Start: 1969, End: 1983, Chamber: House of Representatives"
"Mollohan, Alan B.",M000844,1,Democratic,West Virginia,"Start: 1983, End: 2011, Chamber: House of Representatives"
"Molinari, Susan",M000843,13,Republican,New York,"Start: 1989, End: 1999, Chamber: House of Representatives"
"Molinari, Guy",M000842,14,Republican,New York,"Start: 1981, End: 1991, Chamber: House of Representatives"
"Moffett, Toby",M000839,6,Democratic,Connecticut,"Start: 1975, End: 1983, Chamber: House of Representatives"
"Moakley, John Joseph",M000834,9,Democratic,Massachusetts,"Start: 1973, End: 2001, Chamber: House of Representatives"
"Mizell, Wilmer",M000833,5,Republican,North Carolina,"Start: 1969, End: 1975, Chamber: House of Representatives"
"Mitchell, Parren J.",M000826,7,Democratic,Maryland,"Start: 1971, End: 1987, Chamber: House of Representatives"
"Mitchell, Donald J.",M000808,31,Republican,New York,"Start: 1973, End: 1983, Chamber: House of Representatives"
"Minshall, William E.",M000799,23,Republican,Ohio,"Start: 1955, End: 1975, Chamber: House of Representatives"
"Mink, Patsy T.",M000797,2,Democratic,Hawaii,"Start: 1965, End: 1977, Chamber: House of Representatives; Start: 1989, End: 2002, Chamber: House of Representatives"
"Minish, Joseph G.",M000796,11,Democratic,New Jersey,"Start: 1963, End: 1985, Chamber: House of Representatives"
"Minge, David",M000795,2,Democratic,Minnesota,"Start: 1993, End: 2001, Chamber: House of Representatives"
"Mineta, Norman Y.",M000794,15,Democratic,California,"Start: 1975, End: 1997, Chamber: House of Representatives"
"Mills, William O.",M000779,1,Republican,Maryland,"Start: 1971, End: 1975, Chamber: House of Representatives"
"Mills, Wilbur D.",M000778,2,Democratic,Arkansas,"Start: 1939, End: 1977, Chamber: House of Representatives"
"Miller, John R.",M000736,1,Republican,Washington,"Start: 1985, End: 1993, Chamber: House of Representatives"
"Miller, George",M000725,11,Democratic,California,"Start: 1975, End: 2015, Chamber: House of Representatives"
"Miller, Dan",M000720,13,Republican,Florida,"Start: 1993, End: 2003, Chamber: House of Representatives"
"Miller, Clarence E.",M000718,10,Republican,Ohio,"Start: 1967, End: 1993, Chamber: House of Representatives"
"Millender-McDonald, Juanita",M000714,37,Democratic,California,"Start: 1995, End: 2007, Chamber: House of Representatives"
"Milford, Dale",M000708,24,Democratic,Texas,"Start: 1973, End: 1979, Chamber: House of Representatives"
"Mikva, Abner J.",M000703,10,Democratic,Illinois,"Start: 1969, End: 1973, Chamber: House of Representatives; Start: 1975, End: 1981, Chamber: House of Representatives"
"Mikulski, Barbara A.",M000702,N/A,Democratic,Maryland,"Start: 1977, End: 1987, Chamber: House of Representatives; Start: 1987, End: 2017, Chamber: Senate"
"Michel, Robert H.",M000692,18,Republican,Illinois,"Start: 1957, End: 1995, Chamber: House of Representatives"
"Mica, John L.",M000689,7,Republican,Florida,"Start: 1993, End: 2017, Chamber: House of Representatives"
"Mica, Daniel Andrew",M000688,14,Democratic,Florida,"Start: 1979, End: 1989, Chamber: House of Representatives"
"Margolies-Mezvinsky, Marjorie",M000129,13,Democratic,Pennsylvania,"Start: 1993, End: 1995, Chamber: House of Representatives"
"Mezvinsky, Edward",M000686,1,Democratic,Iowa,"Start: 1973, End: 1977, Chamber: House of Representatives"
"Meyner, Helen S.",M000685,13,Democratic,New Jersey,"Start: 1975, End: 1979, Chamber: House of Representatives"
"Meyers, Jan",M000684,3,Republican,Kansas,"Start: 1985, End: 1997, Chamber: House of Representatives"
"Metcalfe, Ralph H.",M000675,1,Democratic,Illinois,"Start: 1971, End: 1979, Chamber: House of Representatives"
"Metcalf, Jack",M000669,2,Republican,Washington,"Start: 1995, End: 2001, Chamber: House of Representatives"
"Melcher, John",M000635,N/A,Democratic,Montana,"Start: 1969, End: 1977, Chamber: House of Representatives; Start: 1977, End: 1989, Chamber: Senate"
"Meek, Carrie P.",M000628,17,Democratic,Florida,"Start: 1993, End: 2003, Chamber: House of Representatives"
"Meeds, Lloyd",M000626,2,Democratic,Washington,"Start: 1965, End: 1979, Chamber: House of Representatives"
"McSpadden, Clem Rogers",M000603,2,Democratic,Oklahoma,"Start: 1973, End: 1975, Chamber: House of Representatives"
"McNulty, Michael R.",M000590,21,Democratic,New York,"Start: 1989, End: 2009, Chamber: House of Representatives"
"McNulty, James F., Jr.",M000589,5,Democratic,Arizona,"Start: 1983, End: 1985, Chamber: House of Representatives"
"McMillen, Thomas",M000573,4,Democratic,Maryland,"Start: 1987, End: 1993, Chamber: House of Representatives"
"McMillan, J. Alex",M000566,9,Republican,North Carolina,"Start: 1985, End: 1995, Chamber: House of Representatives"
"McKinney, Stewart B.",M000527,4,Republican,Connecticut,"Start: 1971, End: 1989, Chamber: House of Representatives"
"McKinney, Cynthia A.",M000523,4,Democratic,Georgia,"Start: 1993, End: 2003, Chamber: House of Representatives; Start: 2005, End: 2007, Chamber: House of Representatives"
"McKernan, John R., Jr.",M000512,1,Republican,Maine,"Start: 1983, End: 1987, Chamber: House of Representatives"
"McKeon, Howard P. ""Buck""",M000508,25,Republican,California,"Start: 1993, End: 2015, Chamber: House of Representatives"
"McKay, K. Gunn",M000490,1,Democratic,Utah,"Start: 1971, End: 1981, Chamber: House of Representatives"
"McIntosh, David M.",M000481,2,Republican,Indiana,"Start: 1995, End: 2001, Chamber: House of Representatives"
"McInnis, Scott",M000477,3,Republican,Colorado,"Start: 1993, End: 2005, Chamber: House of Representatives"
"McHugh, Matthew F.",M000473,28,Democratic,New York,"Start: 1975, End: 1993, Chamber: House of Representatives"
"McHale, Paul",M000466,15,Democratic,Pennsylvania,"Start: 1993, End: 1999, Chamber: House of Representatives"
"McGrath, Raymond J.",M000458,5,Republican,New York,"Start: 1981, End: 1993, Chamber: House of Representatives"
"McFall, John J.",M000436,14,Democratic,California,"Start: 1957, End: 1979, Chamber: House of Representatives"
"McEwen, Robert C.",M000433,30,Republican,New York,"Start: 1965, End: 1981, Chamber: House of Representatives"
"McEwen, Bob",M000432,6,Republican,Ohio,"Start: 1981, End: 1993, Chamber: House of Representatives"
"McDonald, Lawrence P.",M000413,7,Democratic,Georgia,"Start: 1975, End: 1985, Chamber: House of Representatives"
"McDermott, Jim",M000404,7,Democratic,Washington,"Start: 1989, End: 2017, Chamber: House of Representatives"
